;Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating
347;SOCOM: U.S. Navy SEALs;PS2;2002;Shooter;Sony Computer Entertainment;3.65;82;42;7.9;82;Zipper Interactive;M
348;Jak and Daxter: The Precursor Legacy;PS2;2001;Platform;Sony Computer Entertainment;3.64;90;35;8.7;312;Naughty Dog;E
350;Pro Evolution Soccer 2008;PS2;2007;Sports;Konami Digital Entertainment;3.63;82;10;7.9;38;Konami;E
351;Resident Evil 4;PS2;2005;Action;Capcom;3.62;96;38;8.9;1013;Capcom;M
352;Guitar Hero: World Tour;Wii;2008;Misc;Activision;3.62;86;18;7.6;71;Vicarious Visions;T
353;FIFA Soccer 10;PS3;2009;Sports;Electronic Arts;3.62;91;56;7.6;203;EA Sports;E
354;Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;3.61;82;36;8.7;142;Pandemic Studios;T
356;The Simpsons: Road Rage;PS2;2001;Racing;Electronic Arts;3.61;64;23;7.7;32;Fox Interactive;T
357;Luigi's Mansion;GC;2001;Action;Nintendo;3.6;78;34;8.5;161;Nintendo;E
358;Battlefield 4;PS4;2013;Shooter;Electronic Arts;3.59;85;18;6.9;1580;EA DICE;M
359;Star Wars: Battlefront II;PS2;2005;Shooter;LucasArts;3.59;84;30;9;268;Pandemic Studios;T
360;Just Dance 2014;Wii;2013;Misc;Ubisoft;3.59;NA;NA;6.2;10;Ubisoft;E10+
361;Cooking Mama 2: Dinner With Friends;DS;2007;Simulation;505 Games;3.58;70;39;8;9;Office Create;E
364;Grand Theft Auto: Liberty City Stories;PS2;2006;Action;Take-Two Interactive;3.54;78;49;7.8;112;Rockstar Leeds;M
365;The Getaway;PS2;2002;Action;Sony Computer Entertainment;3.54;72;49;6.8;88;Team Soho;M
367;James Bond 007: Agent Under Fire;PS2;2001;Shooter;Electronic Arts;3.53;72;27;7.9;48;EA Redwood Shores;T
370;FIFA Soccer 11;X360;2010;Sports;Electronic Arts;3.52;88;66;7.5;155;EA Sports;E
372;Left 4 Dead;X360;2008;Shooter;Electronic Arts;3.51;89;67;7.9;1309;Certain Affinity;M
374;Assassin's Creed: Unity;XOne;2014;Action;Ubisoft;3.5;72;59;4.1;1005;Ubisoft, Ubisoft Montreal;M
376;Resident Evil 5;X360;2009;Action;Capcom;3.5;83;91;7.5;523;Capcom;M
377;Assassin's Creed: Brotherhood;X360;2010;Action;Ubisoft;3.49;89;81;8.3;693;Ubisoft Montreal;M
378;FIFA Soccer 2004;PS2;2003;Sports;Electronic Arts;3.49;84;20;6.4;76;EA Canada;E
379;Battlefield 4;PS3;2013;Shooter;Electronic Arts;3.49;80;14;5.8;579;EA DICE;M
380;Batman: Arkham Asylum;X360;2009;Action;Eidos Interactive;3.48;92;78;8.7;1080;Rocksteady Studios;T
381;Battlefield 4;X360;2013;Shooter;Electronic Arts;3.48;79;21;5.6;542;EA DICE;M
382;Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts;3.47;88;75;8.6;869;EA DICE;M
384;Guitar Hero: On Tour;DS;2008;Misc;Activision;3.46;71;70;8.8;29;Vicarious Visions;E10+
385;Clubhouse Games;DS;2006;Misc;Nintendo;3.45;83;30;8.4;28;Agenda;E
387;Borderlands;X360;2009;Shooter;Take-Two Interactive;3.44;84;83;8.2;715;Gearbox Software;M
388;Tekken 4;PS2;2002;Fighting;Namco Bandai Games;3.44;79;23;8.3;126;Namco;T
390;Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive;3.42;70;15;8;67;DMA Design;T
391;Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;3.41;93;86;8.2;3943;Kojima Productions, Moby Dick Studio;M
392;Spider-Man 2;PS2;2004;Action;Activision;3.41;80;50;8.9;106;Treyarch;T
394;FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;3.4;88;15;6.7;35;EA Canada;E
395;LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;3.39;91;86;8.4;657;Media Molecule;E
396;Crash Bash;PS;2000;Misc;Sony Computer Entertainment;3.39;68;12;8.2;99;Eurocom Entertainment Software;E
397;Assassin's Creed Syndicate;PS4;2015;Action;Ubisoft;3.39;76;86;6.8;1319;Ubisoft Quebec;M
398;LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;3.38;76;49;7.9;75;Traveller's Tales;E10+
399;Destiny;XOne;2014;Shooter;Activision;3.37;75;11;5.5;1735;Bungie Software, Bungie;T
402;Far Cry 3;PS3;2012;Shooter;Ubisoft;3.35;90;32;8.5;1041;Ubisoft Montreal;M
405;James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;3.33;77;20;8.5;66;Eurocom Entertainment Software;T
408;Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts;3.32;60;34;7.2;82;Double Helix Games;T
409;The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;3.31;87;75;7.8;228;Nintendo;E10+
410;Max Payne;PS2;2001;Shooter;Take-Two Interactive;3.31;80;21;8.5;86;Rockstar Toronto;M
411;Assassin's Creed IV: Black Flag;X360;2013;Action;Ubisoft;3.3;86;35;7.9;701;Ubisoft;M
412;The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;3.28;85;31;8.7;105;EA Games;T
414;Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios;3.28;82;74;7.5;563;Splash Damage, The Coalition;M
415;True Crime: Streets of LA;PS2;2003;Action;Activision;3.27;77;39;8;94;Luxoflux, Inc.;M
416;Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;3.26;86;62;9.2;111;Level 5;E10+
418;FIFA 16;XOne;2015;Sports;Electronic Arts;3.25;84;45;4.4;459;EA Sports;E
419;Wii Music;Wii;2008;Misc;Nintendo;3.25;63;43;4.6;116;Nintendo;E
421;Madden NFL 16;PS4;2015;Sports;Electronic Arts;3.24;83;37;5.9;180;EA Sports;E
422;Gran Turismo 6;PS3;2013;Racing;Sony Computer Entertainment;3.23;81;81;7.7;758;Polyphony Digital;E
423;Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;3.23;85;69;7.2;1267;343 Industries;M
425;Super Mario Maker;WiiU;2015;Platform;Nintendo;3.21;88;85;8.7;691;Nintendo;E
430;God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;3.18;91;79;8.6;565;Ready at Dawn;M
431;Enter the Matrix;PS2;2003;Action;Atari;3.18;62;30;8.1;137;Shiny Entertainment;T
432;Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;3.18;83;67;8;463;Square Enix;T
433;Dance Central;X360;2010;Misc;MTV Games;3.17;82;63;7.6;85;Harmonix Music Systems;T
434;L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;3.17;89;78;7.7;1010;Team Bondi;M
435;Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe;3.17;89;22;9.1;95;Namco;E
436;Animal Crossing;GC;2001;Simulation;Nintendo;3.15;87;42;8.9;137;Nintendo;E
437;FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;3.14;83;12;6.5;36;EA Canada;E
438;Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios;3.14;NA;NA;8;37;1st Playable Productions;E
439;Spider-Man;PS;2000;Action;Activision;3.13;87;19;9;107;Neversoft Entertainment;E
440;Mario Party 9;Wii;2012;Misc;Nintendo;3.13;73;45;6.8;155;Nd Cube;E
441;Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts;3.12;88;13;;NA;EA Canada;E
443;Sonic Rush;DS;2005;Platform;Sega;3.12;82;43;8.5;101;Dimps Corporation, Sonic Team;E
445;Rhythm Heaven;DS;2008;Misc;Nintendo;3.11;83;48;9;63;Nintendo;E
446;Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks;3.11;82;57;7.8;492;Obsidian Entertainment;M
447;Personal Trainer: Cooking;DS;2006;Misc;Nintendo;3.11;81;12;7.8;10;Indies Zero;E
448;The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft;3.1;93;45;8;604;4J Studios;M
449;The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;3.1;91;81;8.9;1057;Nintendo;E
450;Resident Evil 6;PS3;2012;Shooter;Capcom;3.1;74;34;5.4;1304;Capcom;M
451;Mass Effect 2;X360;2010;Role-Playing;Electronic Arts;3.1;96;98;8.9;3143;BioWare;M
452;Dragon Ball Z: Budokai;PS2;2002;Fighting;Atari;3.09;67;28;7.9;71;Dimps Corporation;T
453;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;3.08;94;23;7.9;46;EA Sports;E
456;The Sims: Vacation;PC;2002;Simulation;Electronic Arts;3.07;75;18;7.8;22;Maxis;T
457;LEGO Batman: The Videogame;Wii;2008;Action;Warner Bros. Interactive Entertainment;3.06;74;17;7.9;22;Traveller's Tales;E10+
458;Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;3.05;66;60;6.9;106;Nintendo;E
459;The Sims 4;PC;2014;Simulation;Electronic Arts;3.05;70;74;3.9;2057;Maxis;T
460;Borderlands 2;X360;2012;Shooter;Take-Two Interactive;3.05;89;59;8.2;892;Gearbox Software;M
461;LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;3.05;72;16;8;16;TT Fusion;E10+
462;Kung Fu Panda;X360;2008;Action;Activision;3.04;75;42;7.4;32;Luxoflux, Inc.;E10+
463;Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;3.04;93;74;5.8;3725;BioWare;M
464;Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;3.03;87;107;7.7;2759;Quantic Dream;M
466;Saints Row 2;X360;2008;Action;THQ;3.03;81;75;8.1;307;Volition Inc.;M
467;Tom Clancy's Splinter Cell;XB;2002;Action;Ubisoft;3.02;93;46;8.5;121;Ubisoft Montreal;T
470;FIFA 14;PS4;2013;Sports;Electronic Arts;3.01;87;26;6.3;616;EA Canada;E
471;Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;3.01;91;94;8.1;1505;Guerrilla;M
472;Far Cry 3;X360;2012;Shooter;Ubisoft;3;91;39;8.6;1247;Ubisoft Montreal;M
473;Epic Mickey;Wii;2010;Platform;Disney Interactive Studios;3;73;78;7;131;Junction Point;E
474;NBA 2K13;X360;2012;Sports;Take-Two Interactive;3;88;41;7.2;131;Visual Concepts;E
475;Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;Atari;3;73;24;9.2;173;Spike, Namco Bandai Games;T
478;The Sims: Livin Large;PC;2000;Misc;Electronic Arts;2.99;82;23;6.6;20;Maxis;T
479;World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;2.99;93;24;9.1;65;KCET;E
480;Devil May Cry;PS2;2001;Action;Capcom;2.99;94;37;8.5;466;Capcom;M
481;Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts;2.96;85;73;5.9;2748;LucasArts, BioWare;T
482;Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment;2.96;84;85;8.1;1886;Monolith Productions;M
483;Sonic Heroes;PS2;2003;Platform;Sega;2.96;64;29;7.8;94;Sonic Team;E
484;Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive;2.96;85;19;7.8;78;Io Interactive;M
485;Titanfall;XOne;2014;Shooter;Electronic Arts;2.95;86;68;6.4;2658;Respawn Entertainment;M
486;Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts;2.95;88;59;8.5;572;EA DICE;M
488;SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment;2.94;87;42;9;93;Zipper Interactive;M
490;Pac-Man Collection;GBA;2001;Puzzle;Atari;2.94;79;13;7.8;4;Mass Media;E
491;Street Fighter IV;X360;2009;Fighting;Capcom;2.94;93;77;7.3;292;Capcom;T
492;inFAMOUS;PS3;2009;Action;Sony Computer Entertainment;2.93;85;98;8.3;1172;Sucker Punch;T
493;Kirby Super Star Ultra;DS;2008;Platform;Nintendo;2.92;76;40;8.8;76;HAL Labs;E
494;Call of Duty: Ghosts;XOne;2013;Shooter;Activision;2.92;78;7;4.3;700;Infinity Ward;M
495;FIFA 15;X360;2014;Sports;Electronic Arts;2.92;NA;NA;4.2;85;EA Sports;E
497;Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;2.91;91;74;8.7;1692;BioWare;M
498;Sonic Mega Collection Plus;PS2;2004;Misc;Sega;2.9;73;21;8.6;30;Sonic Team;E
499;World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;2.9;93;28;9;45;KCET;E
500;Sega Superstars Tennis;X360;2008;Sports;Sega;2.89;67;45;6.8;18;Sumo Digital;E10+
501;Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment;2.89;85;30;8.9;16;Clap Hanz;E
502;Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games;2.89;61;37;5.3;23;OfficeCreate;E
503;Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;2.89;76;49;7.7;69;Spark Unlimited;T
504;WarioWare: Smooth Moves;Wii;2006;Puzzle;Nintendo;2.89;83;61;7.4;179;Intelligent Systems;E10+
506;Imagine: Babyz;DS;2007;Simulation;Ubisoft;2.87;NA;NA;7.7;15;Ubisoft;E
508;Madden NFL 13;X360;2012;Sports;Electronic Arts;2.86;81;36;5.8;179;EA Tiburon;E
509;The Elder Scrolls III: Morrowind;XB;2002;Role-Playing;Ubisoft;2.86;87;34;8.7;111;Bethesda Softworks;T
510;Assassin's Creed IV: Black Flag;PS4;2013;Action;Ubisoft;2.85;83;29;7.8;1530;Ubisoft;M
514;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;2.84;84;60;8.4;494;NetherRealm Studios;M
515;Madden NFL 10;X360;2009;Sports;Electronic Arts;2.83;85;58;6.1;90;EA Tiburon;E
517;BioShock;X360;2007;Shooter;Take-Two Interactive;2.83;96;88;8.9;2249;Irrational Games, 2K Marin;M
518;Metroid Prime;GC;2002;Shooter;Nintendo;2.82;97;70;9.3;747;Retro Studios;T
519;Assassin's Creed: Brotherhood;PS3;2010;Action;Ubisoft;2.82;90;59;8.2;791;Ubisoft Montreal;M
520;Finding Nemo;GBA;2003;Action;THQ;2.82;NA;NA;7;8;Vicarious Visions;E
523;Medal of Honor;PS3;2010;Shooter;Electronic Arts;2.81;75;56;7.5;286;EA DICE, Danger Close;M
525;Imagine: Fashion Designer;DS;2007;Simulation;Ubisoft;2.8;NA;NA;7.6;7;Virtual Toys;E
530;inFAMOUS: Second Son;PS4;2014;Action;Sony Computer Entertainment;2.79;80;90;7.9;2944;Sucker Punch;T
534;NBA Street;PS2;2001;Sports;Electronic Arts;2.79;89;22;8.6;39;NuFX;E
535;Jak II;PS2;2003;Platform;Sony Computer Entertainment;2.78;87;47;8.2;241;Naughty Dog;T
537;Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;2.78;89;59;7.2;301;Criterion Games;E10+
538;Skylanders: Spyro's Adventure;Wii;2011;Action;Activision;2.78;81;11;5.6;31;Toys for Bob;E10+
539;Battlefield 3;PC;2011;Shooter;Electronic Arts;2.78;89;61;7.5;4926;EA DICE;M
540;Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;2.78;83;81;7.7;836;Warner Bros. Interactive Entertainment, NetherRealm Studios;M
541;The Sims;PS2;2003;Simulation;Electronic Arts;2.77;83;33;7.7;46;Edge of Reality;T
542;Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;2.77;84;85;7.9;942;Guerrilla;M
543;Star Wars: The Force Unleashed;X360;2008;Action;LucasArts;2.77;73;74;6.7;389;LucasArts;T
545;Yoshi's Island DS;DS;2006;Platform;Nintendo;2.76;81;42;7.4;67;Artoon;E
546;Saints Row: The Third;X360;2011;Action;THQ;2.76;84;70;7.6;490;Volition Inc.;M
549;Tekken 6;PS3;2009;Fighting;Namco Bandai Games;2.75;79;63;7.4;211;Namco Bandai Games;T
552;Sonic and the Secret Rings;Wii;2007;Platform;Sega;2.73;69;44;6.6;174;Sonic Team;E
553;FIFA 16;PS3;2015;Sports;Electronic Arts;2.71;NA;NA;3.2;58;EA Sports;E
554;The Legend of Zelda: A Link to the Past;GBA;2002;Action;Nintendo;2.7;95;30;9.1;314;Capcom;E
555;Onimusha: Warlords;PS2;2001;Action;Virgin Interactive;2.7;86;23;8.2;56;Capcom;M
557;L.A. Noire;X360;2011;Adventure;Take-Two Interactive;2.7;89;83;7.8;893;Team Bondi;M
558;Call of Duty 3;X360;2006;Shooter;Activision;2.7;82;71;6.5;233;Treyarch;T
559;Madden NFL 12;X360;2011;Sports;Electronic Arts;2.69;78;55;5.9;94;EA Tiburon;E
560;LEGO Star Wars II: The Original Trilogy;PS2;2006;Action;LucasArts;2.69;84;32;9;41;Traveller's Tales;E10+
561;Killzone: Shadow Fall;PS4;2013;Shooter;Sony Computer Entertainment;2.69;73;88;6.8;2102;Guerrilla;M
562;Madden NFL 11;X360;2010;Sports;Electronic Arts;2.69;84;47;5.7;120;EA Tiburon;E
563;Burnout 3: Takedown;PS2;2004;Racing;Electronic Arts;2.68;93;52;9.1;271;Criterion Games;T
566;Mario vs. Donkey Kong: Mini-Land Mayhem!;DS;2010;Puzzle;Nintendo;2.67;79;51;7.7;18;Nintendo;E
567;Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo;2.67;83;58;8.7;52;Level 5;E10+
568;Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision;2.67;77;39;8.2;69;Treyarch;T
569;Medal of Honor;PS;1998;Shooter;Electronic Arts;2.67;92;17;8.6;80;Dreamworks Interactive;T
570;Fable;XB;2004;Role-Playing;Microsoft Game Studios;2.66;85;87;8.5;268;Big Blue Box;M
571;Guitar Hero: World Tour;X360;2008;Misc;Activision;2.66;85;67;6.3;171;Neversoft Entertainment;T
572;FIFA 17;XOne;2016;Sports;Electronic Arts;2.65;84;50;5.5;201;EA Sports, EA Vancouver;E
573;Hannah Montana;DS;2006;Action;Disney Interactive Studios;2.65;NA;NA;6.7;10;DC Studios;E
574;Tom Clancy's Splinter Cell;PS2;2003;Action;Ubisoft;2.65;89;24;7.7;102;Ubisoft Shanghai;T
576;Need for Speed: Shift;PS3;2009;Racing;Electronic Arts;2.65;84;55;6.9;113;Slightly Mad Studios;E
578;Medal of Honor Heroes;PSP;2006;Shooter;Electronic Arts;2.65;71;24;7.9;47;Team Fusion;T
579;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;2.63;79;53;6.6;707;Square Enix;T
580;Midnight Club: Street Racing;PS2;2000;Racing;Take-Two Interactive;2.63;78;18;7.8;21;Angel Studios;T
581;Skate 3;X360;2010;Sports;Electronic Arts;2.63;80;65;8;127;EA Black Box;T
582;ESPN NFL 2K5;PS2;2004;Sports;Sega;2.62;90;37;8.2;84;Visual Concepts;E
583;Halo Wars;X360;2009;Strategy;Microsoft Game Studios;2.62;82;92;7.2;454;Ensemble Studios;T
584;NBA 2K12;X360;2011;Sports;Take-Two Interactive;2.62;90;42;7.7;134;Visual Concepts;E
586;FIFA Soccer 10;X360;2009;Sports;Electronic Arts;2.62;90;63;7.5;133;EA Sports;E
587;Medal of Honor;X360;2010;Shooter;Electronic Arts;2.61;74;71;6.7;288;Dice, Danger Close;M
588;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;2.61;71;16;7.6;49;Electronic Arts;E
590;God of War Collection;PS3;2009;Action;Sony Computer Entertainment;2.6;91;50;8.7;529;Bluepoint Games;M
591;NBA Live 2005;PS2;2004;Sports;Electronic Arts;2.59;84;21;8.1;44;EA Canada;E
592;Mario Strikers Charged;Wii;2007;Sports;Nintendo;2.58;79;47;8;124;Next Level Games;E10+
593;FIFA Soccer 09;PS3;2008;Sports;Electronic Arts;2.58;87;42;7.5;108;EA Canada;E
594;Style Savvy;DS;2008;Simulation;Nintendo;2.58;73;4;7.7;7;syn Sophia;E
595;WWE SmackDown vs. RAW 2007;PS2;2006;Fighting;THQ;2.58;80;27;8.6;57;Yuke's;T
596;LEGO Star Wars: The Complete Saga;X360;2007;Action;LucasArts;2.57;80;24;7.4;114;Traveller's Tales;E10+
598;Madden NFL 08;PS2;2007;Sports;Electronic Arts;2.57;78;11;7.8;17;EA Tiburon;E
599;Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom;2.57;72;38;8.7;83;Capcom;T
602;Sonic Adventure 2 Battle;GC;2001;Platform;Sega;2.56;73;28;8.3;179;Sonic Team;E
605;Madden NFL 13;PS3;2012;Sports;Electronic Arts;2.56;83;22;5.5;101;EA Tiburon;E
606;Dragon Age: Origins;X360;2009;Role-Playing;Electronic Arts;2.56;86;68;7.9;725;BioWare;M
607;Pokémon Colosseum;GC;2003;Role-Playing;Nintendo;2.54;73;37;8;89;Genius Sonority Inc.;E
608;LittleBigPlanet;PSP;2009;Platform;Sony Computer Entertainment;2.54;87;68;7.8;98;SCE/WWS, Media Molecule;E10+
609;Madden NFL 09;X360;2008;Sports;Electronic Arts;2.53;83;50;7;125;EA Tiburon;E
611;Crazy Taxi;PS2;2001;Racing;Acclaim Entertainment;2.52;80;15;7.9;46;Acclaim Studios Cheltenham;T
612;Art Academy;DS;2010;Misc;Nintendo;2.52;75;15;8;5;Headstrong Games;E
613;NBA 2K14;X360;2013;Sports;Take-Two Interactive;2.52;87;23;4.9;150;Visual Concepts;E
615;Skylanders Giants;Wii;2012;Action;Activision;2.52;78;8;7;20;Toys for Bob;E10+
617;Deca Sports;Wii;2008;Sports;Konami Digital Entertainment;2.5;50;23;5.4;16;CAProduction;E
620;Marvel: Ultimate Alliance;X360;2006;Role-Playing;Activision;2.5;82;68;7.5;120;Raven Software;T
622;Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;Midway Games;2.49;79;31;8.8;96;Midway;M
623;Game Party;Wii;2007;Misc;Midway Games;2.48;25;8;4.3;26;Midway;E
624;Bloodborne;PS4;2015;Action;Sony Computer Entertainment;2.48;92;100;8.6;6383;From Software;M
626;Mario Party 4;GC;2002;Misc;Nintendo;2.47;70;26;7.4;74;Hudson;E
627;Pure;X360;2008;Racing;Disney Interactive Studios;2.47;85;55;7.7;83;Black Rock Studio;E
628;Rock Band;X360;2008;Misc;Electronic Arts;2.47;92;72;8.2;178;Harmonix Music Systems;T
629;NBA 2K13;PS3;2012;Sports;Take-Two Interactive;2.47;90;26;8;99;Visual Concepts;E
630;Saints Row: The Third;PS3;2011;Action;THQ;2.47;82;50;7.7;384;Volition Inc.;M
631;Resistance 2;PS3;2008;Shooter;Sony Computer Entertainment;2.46;87;79;6.1;1889;Insomniac Games;M
632;NBA 2K15;PS4;2014;Sports;Take-Two Interactive;2.45;83;50;7;291;Visual Concepts;E
634;Final Fantasy Tactics;PS;1997;Role-Playing;SquareSoft;2.45;83;12;8.2;190;SquareSoft;T
635;Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive;2.45;82;50;8.2;100;Rockstar San Diego;T
637;The Sims: Bustin' Out;PS2;2003;Simulation;Electronic Arts;2.43;81;26;8.4;42;Maxis;T
638;Riven: The Sequel to Myst;PC;1997;Adventure;Red Orb;2.43;83;12;;NA;Cyan Worlds;E
639;LEGO Harry Potter: Years 1-4;Wii;2010;Action;Warner Bros. Interactive Entertainment;2.43;79;13;8;34;Traveller's Tales;E10+
641;Call of Duty: Infinite Warfare;XOne;2016;Shooter;Activision;2.42;78;17;3.1;290;Infinity Ward;M
642;Madden NFL 16;XOne;2015;Sports;Electronic Arts;2.42;84;23;6.1;124;EA Sports;E
645;Tom Clancy's Rainbow Six: Vegas 2;X360;2008;Shooter;Ubisoft;2.42;82;66;7.8;176;Ubisoft Montreal;M
646;uDraw Studio;Wii;2010;Misc;THQ;2.42;71;9;tbd;NA;THQ;E
648;Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;2.42;73;14;7.9;39;EA Canada;E10+
649;Dragon Ball Z: Budokai 2;PS2;2003;Fighting;Atari;2.41;66;28;8.2;92;Dimps Corporation;T
650;pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment;2.41;77;40;6.8;85;Konami;E
651;ATV Offroad Fury;PS2;2001;Racing;Sony Computer Entertainment;2.41;82;16;8.4;53;Rainbow Studios;E
653;Need for Speed: ProStreet;PS2;2007;Racing;Electronic Arts;2.41;62;11;6.2;34;Black Box;E10+
654;Halo: Combat Evolved Anniversary;X360;2011;Shooter;Microsoft Game Studios;2.4;82;73;8.1;487;343 Industries;M
657;Theme Hospital;PC;1997;Strategy;Electronic Arts;2.4;NA;NA;9;90;Bullfrog Productions;K-A
658;Frogger's Adventures: Temple of the Frog;GBA;2001;Adventure;Konami Digital Entertainment;2.39;73;4;tbd;NA;Konami Computer Entertainment Hawaii;E
661;Guitar Hero;PS2;2005;Misc;RedOctane;2.38;91;65;8.7;173;Harmonix Music Systems;T
662;Madden NFL 11;PS3;2010;Sports;Electronic Arts;2.38;83;36;6.1;68;EA Tiburon;E
665;Dead Island;X360;2011;Action;Deep Silver;2.37;71;75;6.9;627;Techland;M
666;Half-Life 2;PC;2004;Shooter;Vivendi Games;2.37;96;81;9.1;8665;Valve Software;M
667;The Incredibles;PS2;2004;Action;THQ;2.37;62;36;7.6;22;Heavy Iron Studios;T
668;Madden NFL 08;X360;2007;Sports;Electronic Arts;2.37;85;46;6.4;108;EA Tiburon;E
669;Tony Hawk's Underground 2;PS2;2004;Sports;Activision;2.37;83;59;8.8;55;Neversoft Entertainment;T
670;Zumba Fitness;X360;2010;Sports;505 Games;2.37;42;10;5.5;16;Pipeworks Software, Inc.;E
671;Madden NFL 10;PS3;2009;Sports;Electronic Arts;2.37;85;41;6.8;58;EA Tiburon;E
673;Midnight Club: Los Angeles;X360;2008;Racing;Take-Two Interactive;2.35;81;66;8.5;142;Rockstar San Diego;T
676;Kinect: Disneyland Adventures;X360;2011;Misc;Microsoft Game Studios;2.35;73;33;2.9;67;Frontier Developments;E10+
677;WWE SmackDown vs Raw 2008;PS2;2007;Fighting;THQ;2.34;71;11;7.2;31;Yuke's;T
678;The Legend of Zelda: Majora's Mask 3D;3DS;2015;Action;Nintendo;2.34;89;82;9;478;GREZZO;E10+
679;LEGO Indiana Jones: The Original Adventures;Wii;2008;Action;LucasArts;2.34;78;22;6.6;28;Traveller's Tales;E10+
